placeDcid,placeName,Date:Count_Person,Value:Count_Person,Source:Count_Person,Date:Median_Income_Person,Value:Median_Income_Person,Source:Median_Income_Person
zip/10458,10458,2022,82678,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23171,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10459,10459,2022,51964,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10460,10460,2022,59852,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,21760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10461,10461,2022,50868,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10462,10462,2022,77230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10463,10463,2022,70296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10464,10464,2022,4292,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,69637,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10465,10465,2022,46311,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41970,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10466,10466,2022,72273,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,33554,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10467,10467,2022,98713,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28671,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10468,10468,2022,81397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10469,10469,2022,71862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36432,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10470,10470,2022,15390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41526,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10471,10471,2022,22888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,47192,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10472,10472,2022,65283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,24650,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10473,10473,2022,60087,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10474,10474,2022,11280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,22912,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10475,10475,2022,43517,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11004,11004,2022,15702,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,51870,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11005,11005,2022,2175,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,64277,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11101,11101,2022,34279,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,65599,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11102,11102,2022,27069,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,57317,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11103,11103,2022,34752,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,51103,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11104,11104,2022,26939,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,52097,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11105,11105,2022,38756,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,52151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11106,11106,2022,40198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,46953,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11109,11109,2022,7280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,105788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11201,11201,2022,69755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,94739,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11203,11203,2022,78506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36826,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11204,11204,2022,80575,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,27225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11205,11205,2022,50319,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,42376,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11206,11206,2022,89949,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28502,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11207,11207,2022,96801,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,29302,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11208,11208,2022,108180,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,32893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11209,11209,2022,71812,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,49966,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11210,11210,2022,63426,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,42274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11211,11211,2022,65511,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,52883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11212,11212,2022,84006,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11213,11213,2022,69131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,31609,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11214,11214,2022,90796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,29704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11215,11215,2022,72014,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,89458,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11216,11216,2022,62373,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,50597,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11217,11217,2022,43045,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,77820,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11218,11218,2022,73318,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,45304,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11219,11219,2022,92283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,25931,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11220,11220,2022,93008,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,27126,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11221,11221,2022,91236,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,39304,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11222,11222,2022,40137,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,69250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
